id,Hardness,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average
1425,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91755
1426,5.5,462.0,56.3361355,12.195121951219512,4.682926829268292,24.849862242424244,11.387821951219513,2.7114634146341463,1.7034146341463416,0.8512195121951219,0.5194736585365853,1.02048
1427,2.8,33.0,8.885992,10.5,4.5,21.654418,11.340425,2.684,1.732,0.9,0.48231375,1.4486
1428,2.0,30.0,1.7401675,0.5,3.0,10.649558888888889,13.161829166666667,2.595,1.336666666666667,0.5283333333333333,0.7650095833333334,0.37005
1429,5.5,76.0,15.751995999999998,15.2,4.4,31.937418,11.33182,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.4862359999999999,3.18933
1430,5.5,138.0,3.443996,8.8,4.4,18.5863611398,10.565180000000002,2.764,1.6994,0.96,0.4930319999999999,0.75893
1431,4.0,100.0,8.836996000000001,10.0,4.8,20.213348778,10.98774,2.752,1.7880000000000005,0.946,0.491678,0.42861
1432,8.0,80.0,5.439908,8.0,4.8,16.839527347391115,11.759620000000002,2.815,1.62625,0.768,0.5471010000000001,0.73671
1433,6.0,98.0,6.093996,9.4,4.8,19.8565257,11.17714,2.752,1.7400000000000002,0.98,0.49282,0.45758
1434,6.0,76.0,15.751995999999998,15.2,4.4,31.937418,11.33182,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.4862359999999999,1.12352
1435,2.5,58.0,11.722664,19.33333333333333,4.666666666666667,39.987666666666655,11.602366666666668,2.8316666666666666,1.7,0.92,0.4810716666666666,2.58333
1436,2.5,62.0,5.876743749999998,5.75,3.5,11.729290775,11.734294444444444,2.6118750000000004,1.5225,0.7244444444444444,0.5502422222222223,0.0222
1437,5.5,56.0,9.577996,11.2,4.8,24.789618,11.16682,2.752,1.754,0.914,0.491678,1.46035
1438,9.0,72.0,2.70174775,8.0,3.2,17.7903568,11.79886,2.648,1.626,0.8480000000000001,0.4994699999999999,0.62275
1439,2.3,284.0,52.257992,31.777777777777786,3.7777777777777777,70.6571,12.01102777777778,2.1866666666666665,1.7744444444444447,1.1306944444444444,0.4675688888888889,6.78733
1440,1.8,68.0,3.555328,9.2,5.2,18.60817185,12.04083,2.755,1.6310000000000002,0.91,0.4911100000000001,0.38618
1441,1.3,40.0,3.94991025,6.0,3.75,11.729290775,12.06715,2.6575,1.4875,0.7225,0.611805,0.37005
1442,4.0,28.0,3.443996,8.4,4.4,16.862137999999998,11.95216,2.8360000000000003,1.598,0.836,0.498666,0.69519
1443,3.8,126.0,20.3188215,21.0,4.0,47.98568666666667,11.408266666666668,2.77,1.721666666666667,0.8666666666666666,0.4836016666666667,2.28126
1444,2.0,90.0,11.775328000000002,18.0,5.6,39.568056,12.0863,2.8280000000000003,1.6520000000000004,0.8640000000000001,0.476196,2.17405
1445,6.0,92.0,6.697992,9.2,5.0,18.439538,11.79886,2.805,1.6780000000000002,0.866,0.491714,0.7958
1446,3.8,98.0,8.903332,49.0,5.0,119.6295,10.39875,2.24,1.875,0.98,0.44736,0.67544
1447,5.5,30.0,3.253996,12.8,4.8,24.98813313725,11.17714,2.675,1.736,0.928,0.498984,1.96919
1448,6.5,200.0,17.623983999999997,10.0,4.8,20.15577185,11.139125000000002,2.7960000000000003,1.60125,0.889,0.4970245,0.8812
1449,6.5,74.0,5.401996,13.9,4.5,29.680678624999995,10.98774,2.81875,1.7120000000000002,0.94625,0.4820359999999999,0.84019
1450,5.5,163.0,20.29466,23.0,4.0,49.224449375000006,11.2603,2.25375,1.9075,0.925,0.4756775,2.0416
1451,2.5,312.0,38.844,44.57142857142857,5.428571428571429,107.62811428571428,9.0611,2.22,1.9085714285714288,1.2285714285714289,0.4551385714285714,5.62731
1452,5.5,58.0,11.202328,18.0,4.666666666666667,39.987666666666655,11.290033333333335,2.865,1.7266666666666666,0.945,0.4878333333333333,2.6772
1453,5.0,120.0,8.505991999999999,10.0,4.8,20.322035645125,11.70255,2.708,1.626,0.8480000000000001,0.4931925,0.67544
1454,2.8,176.0,7.558488000000001,8.8,4.8,18.5863611398,12.63188,2.8355,1.6795000000000002,0.9190000000000002,0.4690149999999999,0.59237
1455,6.5,58.0,6.394996,11.333333333333336,4.666666666666667,23.033434166666662,11.556733333333336,2.81,1.7233333333333334,0.8966666666666668,0.4878333333333333,1.80922
1456,6.0,116.0,7.957992,11.6,4.8,23.231818,11.17714,2.675,1.736,0.9259999999999998,0.498984,0.85401
1457,2.5,100.0,10.507072,13.333333333333336,4.8,27.95135333333333,11.654066666666669,2.855,1.7166666666666668,0.92,0.489272,1.47705
1458,2.8,100.0,8.147992,10.0,4.8,20.077018,11.20276,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.74322
1459,7.8,74.0,14.091992,14.4,5.6,29.21788464,11.33182,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.4862359999999999,2.312
1460,3.8,78.0,9.773996,15.2,4.8,31.937418,11.16682,2.884,1.662,0.782,0.47907,1.39322
1461,2.5,72.0,12.421,12.5,6.0,24.556188775,11.3636,2.7380000000000004,1.7420000000000002,0.8699999999999999,0.48502,1.0627
1462,5.5,50.0,3.75541175,10.0,4.8,20.3920334,11.10535,2.66,1.7120000000000002,0.91,0.5290168749999999,0.85358
1463,6.3,112.0,13.477328,11.3,4.25,24.556188775,11.2401375,2.5660000000000003,1.732,0.945,0.4826418750000001,1.4092
1464,5.5,582.0,59.27197099999999,18.1875,4.8,40.4786745,10.904975,2.8355,1.740925,0.9190000000000002,0.492723125,1.39322
1465,6.0,126.0,13.747992000000002,12.6,4.8,25.023328,11.20276,2.884,1.7366666666666666,0.912,0.4817083333333334,1.35155
1466,6.3,120.0,11.463996000000002,12.5,4.8,24.789618,12.0863,2.8280000000000003,1.7200000000000002,0.8649999999999999,0.489272,1.68467
1467,2.5,100.0,15.55,15.0,4.0,33.739258,10.2719,2.545,1.7420000000000002,1.04,0.4789899999999999,3.37533
1468,6.5,93.0,20.362,30.66666666666667,4.0,68.56273,9.159866666666668,2.9466666666666668,1.913333333333333,1.2133333333333332,0.4488266666666667,2.96536
1469,6.0,100.0,8.505991999999999,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6980000000000002,0.892,0.498454,0.85007
1470,6.0,138.0,11.874,13.6,4.8,29.525338,10.75912,2.764,1.7380000000000002,0.914,0.481478,1.03248
1471,6.0,66.0,8.888992,13.6,4.0,29.525338,10.347,2.572,1.796,0.928,0.489486,2.62853
1472,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,2.5,146.0,9.93196,14.0,5.0,29.525338,10.0743,2.165,1.925,0.945,0.48273,2.45933
1474,5.0,120.0,8.109328,10.0,4.666666666666667,20.185395713333328,12.041516666666665,2.848333333333333,1.7516666666666667,0.9250000000000002,0.4987149999999999,0.73461
1475,6.8,100.0,6.697992,10.0,4.8,20.016938,11.46526,2.7030000000000003,1.6980000000000002,0.889,0.4927189999999999,0.86684
1476,2.5,116.0,8.862328,17.333333333333332,4.666666666666667,38.979225333,11.614333333333336,2.8716666666666666,1.7250000000000003,0.9533333333333333,0.4844733333333333,0.93456
1477,2.3,114.0,1.741332,6.5,3.555555555555556,11.99058333333333,12.160144444444445,2.771111111111112,1.43,0.6208333333333335,0.6520722222222223,0.37005
1478,6.8,100.0,8.885992,10.0,5.6,20.077018,10.987245,2.295,1.904,0.946,0.4957955,0.86021
1479,6.0,166.0,11.463996000000002,9.4,4.8,18.384666169444444,11.037175,2.829,1.598,0.8139999999999995,0.498666,0.56731
1480,3.8,74.0,14.632,24.5,5.5,53.4902975,8.71425,2.045,1.908,1.265,0.4587699999999999,1.83476
1481,6.3,58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,11.556733333333336,2.53,1.7466666666666668,0.98,0.4878333333333333,1.79459
1482,2.8,86.0,7.957992,14.0,4.0,29.21788464,11.177555000000002,2.825,1.7250000000000003,0.945,0.477015,0.48629
1483,6.3,86.0,8.903332,14.333333333333336,5.333333333333333,30.61252,11.543,2.2225,1.88,1.07,0.48855,1.8688
1484,6.0,60.0,3.253996,12.6,4.8,24.033618,11.749633333333335,2.8349999999999995,1.75,0.908,0.491604,1.50921
1485,6.5,74.0,13.35,24.66666666666667,5.0,53.356,11.290033333333335,2.9766666666666666,1.7466666666666668,0.9733333333333332,0.47888,3.8764
1486,3.8,131.0,27.104327,21.75,4.5,50.61352,10.59066,2.66,1.77,0.98,0.4818274999999999,4.5665
1487,3.8,284.0,45.993984000000005,24.96551724137931,5.172413793103448,57.46065517241379,9.101462068965516,2.196551724137932,1.935172413793104,1.1724137931034482,0.4673040000000001,1.24533
1488,2.5,60.0,3.253996,10.0,4.8,20.016938,11.777640000000002,2.904,1.626,0.8480000000000001,0.498454,0.7176
1489,6.5,20.0,7.900992,10.0,4.8,20.9941265318,11.17714,2.754,1.72,0.8699999999999999,0.4930319999999999,0.96683
1490,3.5,92.0,6.697992,9.2,4.8,18.439538,11.79886,2.8280000000000003,1.598,0.8140000000000001,0.499404,0.70884
1491,6.0,100.0,8.147992,10.0,4.8,20.213348778,11.16682,2.675,1.736,0.926,0.491604,0.74774
1492,5.5,600.0,61.22629600000001,12.5,4.5,25.810252958458328,11.000683333333331,2.7266666666666666,1.7516666666666667,0.9399999999999998,0.490932,1.3513
1493,6.3,58.0,9.683996,12.6,4.8,24.033618,10.987245,2.8280000000000003,1.732,0.866,0.4957955,1.42396
1494,3.8,107.0,11.354575,7.4,4.8,15.69310028,11.719925,2.857,1.592,0.7880000000000001,0.546117764,0.6795
1495,2.5,90.0,11.35441075,19.0,5.6,39.568056,10.5015125,2.6500000000000004,1.875,1.12,0.479965,3.958
1496,3.8,96.0,15.55,48.0,4.25,116.3255,10.5015125,2.2225,1.9,1.135,0.479965,2.645
1497,6.3,104.0,10.584328,17.333333333333332,4.333333333333333,39.987666666666655,11.674016666666668,2.8716666666666666,1.711666666666667,0.8833333333333334,0.4844733333333333,1.8288
1498,4.0,90.0,11.446319,10.0,4.8,20.2988926326,12.04083,2.829,1.6880000000000002,0.8800000000000001,0.4927189999999999,1.07443
1499,6.0,20.0,1.7428315,10.0,4.8,20.077018,11.33044,2.705,1.6780000000000002,0.892,0.496714,0.78834
1500,5.5,50.0,4.663996,10.0,4.8,20.2988926326,12.046624,2.755,1.7420000000000002,0.91,0.4927189999999999,0.51006
1501,5.5,95.0,26.962328000000003,31.66666666666667,4.333333333333333,75.83935333333334,9.370384,2.14,1.9433333333333327,1.2033333333333334,0.46586,2.53985
1502,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,4.3,110.0,13.355328,36.66666666666666,4.0,87.21480105433335,9.159866666666668,2.216666666666667,1.913333333333333,1.2133333333333332,0.4269199999999999,1.79216
1504,6.0,80.0,5.686908,10.0,5.0,20.492449117625004,10.999625,2.6625,1.6725,0.8800000000000001,0.4927989999999999,0.82082
1505,6.0,50.0,11.463996000000002,10.0,4.8,20.3920334,11.288,2.8680000000000003,1.732,0.8699999999999999,0.491678,1.0066
1506,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222
1507,5.5,120.0,8.883996,10.0,4.8,20.213348778,11.61422,2.648,1.626,0.944,0.498454,0.81244
1508,3.0,30.0,0.3485663,6.0,6.0,11.663548,12.41584,3.443,2.045,0.6639999999999999,0.695602,0.50181
1509,2.0,110.0,17.46,27.6,5.2,65.56541800000001,12.04083,2.8360000000000003,1.662,0.782,0.474714,3.87311
1510,5.8,127.0,26.092,31.5,4.25,70.86454624999998,9.1985,1.985,1.8875,1.1925,0.4448824999999999,6.44467
1511,2.5,220.0,26.731324,27.6,5.2,65.56541800000001,11.14446,2.8716666666666666,1.91,0.914,0.4683433333333333,3.3354
1512,5.5,74.0,14.22,24.66666666666667,3.6666666666666665,53.356,9.23266666666666,2.44,1.923333333333333,1.18,0.4526666666666667,2.78022
1513,3.0,100.0,3.253996,10.0,4.8,20.016938,12.0034,2.774,1.714,0.774,0.499726,0.47413
1514,6.0,126.0,26.23984,15.2,4.5,33.739258,11.46526,2.7380000000000004,1.7420000000000002,0.928,0.48502,2.6772
1515,5.3,80.0,11.202328,13.333333333333336,5.333333333333333,27.188418,9.08885,2.33,1.8966666666666667,1.1366666666666667,0.48273,1.9156
1516,3.8,50.0,3.253996,10.0,4.8,20.3920334,11.20276,2.7270000000000003,1.767,0.91,0.4927359999999999,0.73241
1517,6.3,108.0,3.883996,10.4,4.2,21.0615472413,11.431540000000002,2.682,1.794,0.96,0.4991960000000001,0.93456
1518,2.0,64.0,10.502995,16.5,5.0,33.739258,8.12415,2.165,1.9,1.1800000000000002,0.476095,1.05333
1519,2.5,60.0,3.443996,6.0,3.8,12.19994,12.20004,2.766,1.5419999999999998,0.703,0.61443,0.70966
1520,2.5,98.0,13.35,49.0,4.0,119.6295,8.888349999999997,2.279,1.907,1.2145,0.44736,6.675
1521,2.0,131.0,13.044328,21.0,4.333333333333333,49.50308166666667,9.138583333333331,2.7466666666666666,1.856666666666667,1.0833333333333333,0.46586,5.80644
1522,2.8,100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.755,1.6309999999999998,0.91,0.4927189999999999,0.85358
1523,2.0,30.0,3.443996,10.0,4.0,20.322035645125,11.1479375,2.225,1.855,0.965,0.4756775,1.50633
1524,6.0,58.0,8.337992,9.0,4.8,18.60817185,11.33044,2.866,1.6950000000000005,0.8959999999999999,0.4911100000000001,0.74322
1525,7.8,224.0,17.053984,11.3,4.8,22.521871850000004,11.100835,2.754,1.7775000000000003,0.8800000000000001,0.4927989999999999,0.71086
1526,4.3,114.0,8.505991999999999,14.4,5.2,33.46149333333333,11.139866666666668,2.684,1.732,0.914,0.4850333333333334,1.00958
1527,2.8,582.0,105.514,39.5,5.3,93.78445,9.370384,2.298,1.9072,1.2145,0.457149,5.50017
1528,3.0,50.0,3.253996,8.8,4.8,17.7903568,11.288,2.81,1.7420000000000002,0.86,0.4907199999999999,0.48409
1529,3.8,184.0,40.61,46.25,4.25,113.1572575,11.2520375,2.87,1.9325,1.07,0.4442925,6.77608
1530,2.0,30.0,2.70174775,10.0,5.0,20.9941265318,11.719925,2.6425,1.5975,0.84875,0.59942625,0.78135
1531,6.0,80.0,6.07141175,10.0,4.8,20.02735333333333,11.38168,2.81,1.7400000000000002,0.86,0.4927359999999999,0.71086
1532,5.5,50.0,4.073996,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.82898
1533,6.8,66.0,8.505991999999999,13.6,4.0,29.525338,11.28095,2.682,1.796,0.96,0.4862359999999999,1.70601
1534,6.0,362.0,37.705971,18.0,4.8,40.689515,11.38881,2.754,1.7420000000000002,0.8699999999999999,0.4961945,3.11533
1535,2.5,41.0,9.43974375,23.0,4.0,49.496,11.340425,2.81,1.7,0.945,0.47857,4.86552
1536,3.5,235.0,24.574384,23.0,5.0,49.204038,10.347,2.3680000000000003,1.904,1.1840000000000002,0.4743239999999999,3.47589
1537,2.0,100.0,5.191326,5.368421052631579,4.9230769230769225,10.351187368421051,12.857089473684214,2.593461538461539,1.3747368421052633,0.12,0.48231375,0.11391
1538,2.5,80.0,2.3326640000000003,6.666666666666668,4.0,12.772448,13.652933333333332,2.77,1.88,0.6166666666666667,0.6637966666666667,0.35134
1539,3.8,568.0,63.368979,27.04761904761905,5.428571428571429,64.58836409495238,11.634466666666668,2.857619047619047,1.6900000000000002,0.9142857142857144,0.4719685714285714,3.26959
1540,5.5,137.0,10.048324,11.0,4.0,22.088434166666666,13.161829166666667,2.4133333333333336,1.336666666666667,0.5283333333333333,0.7650095833333334,1.36305
1541,6.0,100.0,8.147992,9.0,4.8,20.016938,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,1.00244
1542,6.0,58.0,4.542664,10.0,4.666666666666667,20.185395713333328,11.354766666666668,2.81,1.7166666666666668,0.92,0.4865066666666666,0.85401
1543,5.75,92.0,7.558488000000001,9.2,5.333333333333333,18.5045363965,11.373216666666664,2.866,1.6950000000000005,0.7859999999999999,0.478464,0.53275
1544,6.0,72.0,18.952664,14.0,4.0,29.21788464,9.350333333333332,2.216666666666667,1.99,1.106666666666667,0.4781783333333334,2.48089
1545,6.0,20.0,0.973995,10.0,4.0,20.0468,9.01375,2.455,1.8,1.3,0.49897,0.84098
1546,5.8,80.0,0.7346134999999999,8.888888888888891,4.4444444444444455,17.896326121999994,11.813072222222226,2.7844444444444445,1.5733333333333333,0.8083333333333332,0.5485311111111112,0.59473
1547,2.5,311.0,47.231992,67.0,5.0,167.39999999999995,9.08885,2.28,1.93,1.1800000000000002,0.4576149999999999,9.54775
1548,4.3,188.0,30.655328,31.0,5.333333333333333,75.83935333333334,9.512,2.14,1.9433333333333327,1.2033333333333334,0.46586,5.10922
1549,3.8,184.0,40.61,23.0,4.0,49.224449375000006,9.300975,2.25375,1.907,1.2145,0.44942,5.2085
1550,5.5,50.0,3.253996,10.0,4.8,20.016938,10.89726,2.352,1.904,0.945,0.4960699999999999,0.65972
1551,5.5,273.0,13.611328000000002,13.0,4.16,27.44881366633333,10.745844000000002,2.5696000000000003,1.7880000000000005,0.915,0.485063,1.1521
1552,3.8,100.0,7.876747749999999,10.0,4.8,20.016938,12.59399,2.8280000000000003,1.598,0.828,0.5570996000000001,0.54117
1553,6.0,114.0,13.477328,12.0,4.5,24.50301875,9.273855,2.305,1.86625,1.14,0.49463625,1.86581
1554,2.8,228.0,24.529328,24.5,4.666666666666667,58.30341800000001,11.35495,2.7533333333333334,1.7516666666666667,0.9666666666666668,0.4737466666666667,2.78022
1555,2.5,74.0,14.22,24.33333333333333,4.666666666666667,53.05033333333333,9.350333333333332,2.1466666666666665,1.906666666666667,1.16,0.4705633333333334,4.45167
1556,3.8,86.0,7.419487500000002,17.2,4.8,39.466738,10.73364,2.6870000000000003,1.9072,0.946,0.481478,1.79607
1557,1.3,220.0,24.70666,24.0,4.0,53.4902975,10.5174,2.6,1.7775000000000003,0.98,0.4743239999999999,3.87311
1558,5.3,120.0,8.337992,10.0,4.48,20.322035645125,10.8895275,2.6362499999999995,1.648,0.96,0.4931925,0.7958
1559,3.8,96.0,15.604,48.0,2.0,116.3255,8.65415,1.98,2.08,1.36,0.401635,3.11002
1560,6.0,126.0,13.747992000000002,12.5,4.8,26.385218,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,2.23122
1561,6.0,242.0,34.09138375,12.2,4.8,24.789618,11.43734,2.752,1.711,0.946,0.491604,1.00958
1562,3.3,176.0,16.24282425,9.2,4.4,18.60817185,12.046624,2.8280000000000003,1.656,0.836,0.485063,0.56731
1563,5.5,106.0,13.266328,35.0,3.6666666666666665,88.01191999999998,9.159866666666668,2.4133333333333336,1.9433333333333327,1.2133333333333332,0.4488266666666667,1.92652
1564,3.8,50.0,0.4869975,10.0,4.5,20.9940862215,11.28095,2.825,1.626,0.825,0.49901,0.48409
1565,2.5,120.0,13.385996,12.1,4.8,24.085483,11.33182,2.8680000000000003,1.6520000000000004,0.8640000000000001,0.476196,1.37405
1566,5.5,97.0,13.477328,12.25,4.5,24.556188775,11.2520375,2.6425,1.732,0.965,0.4927189999999999,1.75184
1567,5.5,100.0,7.900992,10.0,5.0,20.2988926326,11.17714,2.755,1.75,0.9559999999999998,0.4927189999999999,0.78834
1568,3.5,92.0,7.558488,9.2,4.8,18.01515585,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.7176
1569,5.5,90.0,11.874,18.0,5.6,39.568056,9.370384,2.3680000000000003,1.904,0.938,0.4618992,2.0416
1570,2.5,100.0,11.35441075,10.0,5.6,20.9941265318,12.59399,2.3680000000000003,1.908,0.904,0.4930319999999999,1.36058
1571,3.8,220.0,43.23,23.0,4.0,48.7195,9.1302,2.295,1.9072,1.2145,0.4628675,6.523
1572,5.8,108.0,4.03,16.8,4.8,36.97549754761905,11.33182,2.81,1.7400000000000002,0.928,0.49282,0.88799
1573,6.0,20.0,4.03,10.0,4.0,20.0468,11.2603,2.045,1.67,0.75,0.49954,2.07315
1574,2.5,66.0,7.558488000000001,11.3,4.7,22.521871850000004,12.04083,2.755,1.6310000000000002,0.91,0.4927989999999999,0.84019
1575,6.3,58.0,11.874,19.33333333333333,4.0,39.987666666666655,9.5408,2.33,1.88,1.106666666666667,0.4878333333333333,2.312
1576,1.8,100.0,15.55,20.0,4.0,43.498522,11.46526,2.115,1.905,1.12,0.47888,3.20755
1577,5.5,592.0,61.22629600000001,10.8,4.833333333333333,20.9941265318,10.838333333333331,2.8360000000000003,1.6880000000000002,0.9183333333333332,0.4909010000000001,0.86684
1578,2.8,176.0,6.697992,8.8,4.8,17.7903568,11.79886,2.805,1.656,0.8480000000000001,0.498666,0.80212
1579,2.5,20.0,0.97258,10.0,4.0,20.9940862215,11.20276,2.545,1.767,0.91,0.495329,0.80454
1580,3.0,68.0,3.55,13.0,4.0,29.525338,9.695,2.295,1.825,1.12,0.47888,0.4332
1581,5.5,152.0,0.8401939175,10.875,4.625,20.15577185,10.85110625,2.6253125,1.7915625,0.9465625,0.4923949999999999,0.91457
1582,5.5,120.0,8.836996000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.4931925,0.8148
1583,5.5,72.0,5.686908,10.0,4.125,20.322035645125,12.22274,2.8487500000000003,1.75,0.94625,0.4690149999999999,0.50181
1584,5.8,80.0,5.876907999999999,10.0,5.0,20.492449117625004,11.68835,2.708,1.648,0.88625,0.4927989999999999,0.80454
1585,3.8,100.0,7.767992,9.0,4.8,18.60817185,11.79886,2.825,1.626,0.8480000000000001,0.499726,0.71978
1586,3.8,20.0,0.973995,20.0,4.0,20.9941265318,9.273855,2.81,1.88,1.14,0.479965,0.99311
1587,5.5,56.0,6.093996,11.0,4.8,24.085483,10.565180000000002,2.572,1.754,0.908,0.491604,1.07443
1588,6.0,100.0,8.147992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6980000000000002,0.892,0.4911100000000001,0.88799
1589,5.0,46.0,6.697992,11.8,4.6,22.111243,11.46526,2.694,1.7020000000000004,0.91,0.4927189999999999,0.75755
1590,7.0,80.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.91,0.496167,0.80625
1591,2.3,46.0,15.43,48.0,4.0,116.3255,9.1312,1.95,1.88,1.1800000000000002,0.448895,6.44467
1592,6.0,50.0,4.5453280000000005,10.0,4.8,20.3920334,10.565180000000002,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.498454,0.86724
1593,6.0,128.0,20.415992000000006,12.8,4.8,26.385218,11.38168,2.81,1.7400000000000002,0.86,0.49282,0.8148
1594,2.5,108.0,7.441332000000001,36.0,4.0,108.295515,12.0034,2.33,1.97,1.1800000000000002,0.474714,0.76176
1595,5.5,114.0,10.507072,14.4,4.8,31.574635600000004,11.14446,2.24,1.745,0.9,0.4820359999999999,1.92725
1596,4.3,137.0,13.925328000000002,13.333333333333336,5.166666666666667,29.159414333166666,11.239316666666667,2.8349999999999995,1.7866666666666668,0.9533333333333333,0.4878133333333334,1.3459
1597,6.0,99.0,16.630000000000006,15.5,5.333333333333333,33.33735333333333,11.252966666666666,2.7466666666666666,1.7516666666666667,0.9666666666666668,0.4850333333333334,3.47589
1598,2.5,92.0,5.203996,9.4,4.8,18.439538,12.0034,2.904,1.654,0.782,0.499726,0.49717
1599,2.3,126.0,13.385996,25.2,5.6,58.30341800000001,11.61422,2.884,1.736,0.944,0.467568,2.95748
1600,6.0,114.0,6.697992,9.2,4.8,18.439538,11.33044,2.755,1.654,0.914,0.4957955,0.75816
1601,6.0,220.0,41.181992,24.444444444444446,5.044444444444443,53.441338,11.281455555555556,2.892,1.892,0.944,0.44942,4.01089
1602,6.3,220.0,41.181992,24.444444444444446,4.666666666666667,57.08166000000001,11.634466666666668,2.83,1.7333333333333334,0.9155555555555556,0.4747266666666667,4.45755
1603,3.8,92.0,5.203996,9.2,4.8,18.60817185,11.68835,2.799,1.7574999999999998,0.899,0.4991960000000001,0.78394
1604,3.8,63.0,8.147992,12.6,4.8,26.2038268,12.0034,2.94,1.7120000000000002,0.8699999999999999,0.4927189999999999,1.4486
1605,2.8,196.0,14.22,24.5,5.3,53.4902975,9.273855,2.279,1.855,1.2145,0.477015,3.47589
1606,3.5,200.0,15.78748,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.889,0.490376,0.68988
1607,5.5,100.0,15.43,50.0,4.0,117.386335,9.01375,2.205,1.96,1.12,0.4776649999999999,0.38618
1608,3.8,56.0,9.683996,11.4,4.8,23.170338,11.2603,2.884,1.662,0.782,0.48502,1.43926
1609,6.0,113.0,13.612327000000002,11.5,4.5,24.654186666666664,11.239316666666667,2.845,1.7,0.9733333333333332,0.4916733333333334,1.16243
1610,2.5,92.0,27.10599,61.0,3.2,150.72218966666662,8.31996,2.298,1.9072,1.2,0.4587699999999999,6.44467
1611,6.3,92.0,4.663996,9.4,4.8,18.60817185,11.023840000000002,2.7960000000000003,1.7280000000000002,0.8959999999999999,0.4911100000000001,0.74774
1612,1.5,198.0,16.630000000000006,41.0,3.2,93.8846,9.65936,2.352,1.8200000000000005,1.104,0.4391649999999999,5.97378
1613,6.0,250.0,34.170970999999994,12.8125,4.125,24.97508888015384,11.139125000000002,2.79,1.7166666666666668,0.9525,0.49305125,0.96381
1614,2.0,112.0,14.485992,22.4,5.6,50.1811,9.65936,2.3680000000000003,1.904,1.1840000000000002,0.4743239999999999,2.01939
1615,2.5,100.0,7.558488000000001,10.0,4.8,20.016938,12.04083,2.904,1.654,0.774,0.499726,0.70966
1616,5.5,108.0,13.747992000000002,17.2,4.4,39.568056,12.04083,2.6362499999999995,1.721666666666667,0.9250000000000002,0.4927189999999999,1.3748
1617,1.5,454.4,0.7558488000000001,9.244111349036404,4.211991434689507,19.195928493416925,12.039691006423984,2.5696000000000003,1.5586509635974304,0.7537473233404711,0.5779256745182013,0.59057
1618,2.5,112.0,13.477328,28.5,5.5,68.16233625,11.6604875,2.77,1.875,0.98,0.460005,0.87554
1619,3.8,114.0,7.558488000000001,11.8,4.6,24.033618,12.59399,2.7950000000000004,1.5419999999999998,0.703,0.5896600000000001,0.6415
1620,4.0,235.0,26.745328000000004,23.5,5.166666666666667,54.501263666333344,11.260116666666669,2.766666666666667,1.7616666666666667,0.98,0.4729766666666666,3.17705
1621,6.0,100.0,8.337992,10.0,4.8,20.833018,10.75912,2.8280000000000003,1.682,0.836,0.491678,1.83476
1622,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,5.0,68.0,13.053984,13.6,4.0,29.525338,10.75912,2.644,1.75,0.956,0.476095,2.22589
1624,5.5,66.0,6.07141175,11.5,4.5,22.9889468,11.20276,2.705,1.765,0.945,0.49425875,1.62125
1625,6.0,122.0,14.632,12.2,4.8,24.88692185,11.777640000000002,2.752,1.648,0.8800000000000001,0.491604,1.3008
1626,3.0,58.0,26.092,19.0,4.0,39.466738,9.1985,2.805,1.785,0.945,0.4927189999999999,2.9768
1627,2.5,88.0,13.551332,44.0,5.0,108.295515,11.70255,2.67,1.875,1.12,0.457149,6.0674
1628,2.0,96.0,8.42666,11.5,4.0,24.50301875,9.01375,2.705,1.825,0.4975,0.49897,0.44035
1629,6.3,220.0,24.945976,24.73684210526316,4.9230769230769225,57.46065517241379,11.2287,2.7752380952380955,1.732089552238303,0.9307692307692308,0.4799382758620689,2.78022
